Position,FullName,FirstName,LastName,RawTime,RoundedTime,Year,School,Date,Meet,
223,Chandler Gibbens,Chandler,Gibbens,3:44.84,3:45,Sr,Kansas,"April 18, 2024",Kansas Relays (Collegiate Division),
224,William Winter,William,Winter,3:44.87,3:45,Fr,Virginia Tech,"April 28, 2024",Virginia High Performance,
225,Toby Gillen,Toby,Gillen,3:44.89,3:45,Jr,Ole Miss,"May 11, 2024",SEC Outdoor Championships,
226,Andrew Murray,Andrew,Murray,3:44.91,3:45,Jr,Rice,"March 23, 2024",Rice 41st Annual Victor Lopez Classic,
227,Evan Hilbert,Evan,Hilbert,3:44.91,3:45,Sr,Buffalo,"April 13, 2024",Bison Outdoor Classic,
228,Hannes Fahl,Hannes,Fahl,3:44.96,3:45,So,Arkansas State,"April 13, 2024",2024 Bryan Clay Invitational,
229,Luke Perelli,Luke,Perelli,3:44.96,3:45,Jr,Michigan State,"May 10, 2024",Big Ten Outdoor Championships,
230,Eliason Kabasenche,Eliason,Kabasenche,3:44.97,3:45,Jr,Portland,"March 29, 2024",Stanford Invitational - Collegiate,
231,Illia Kunin,Illia,Kunin,3:44.97,3:45,Jr,Tulane,"April 13, 2024",2024 Bryan Clay Invitational,
232,Ryan Harvey,Ryan,Harvey,3:44.98,3:45,Sr,Loras,"May 3, 2024",Badger Challenge,
233,Luke Affolder,Luke,Affolder,3:44.99,3:45,So,Oregon,"April 13, 2024",2024 Bryan Clay Invitational,
234,Baidy Ba,Baidy,Ba,3:45.00,3:45,Jr,Kent State,"April 12, 2024",Duke Invitational,
235,Samuel Lange,Samuel,Lange,3:45.01,3:45,Sr,Michigan Tech,"May 11, 2024",Lee Last Chance,
236,Evan Jenkins,Evan,Jenkins,3:45.01,3:45,Fr,Washington,"June 9, 2024",2024 Portland Track Festival High Performance,
237,Ondrej Gajdos,Ondrej,Gajdos,3:45.03,3:45,Fr,Texas A&M,"April 25, 2024",The 2024 Penn Relays (College),
238,Tanner Piotrowski,Tanner,Piotrowski,3:45.04,3:45,Sr,Penn State,"April 20, 2024",Virginia Challenge,
239,Mehdi Yanouri,Mehdi,Yanouri,3:45.05,3:45,Sr,Oklahoma State,"April 13, 2024",2024 Bryan Clay Invitational,
240,Kaleb Hollins,Kaleb,Hollins,3:45.09,3:45,Fr,Flagler,"May 11, 2024",Lee Last Chance,
241,Victor Kibiego,Victor,Kibiego,3:45.10,3:45,Jr,Texas A&M,"March 16, 2024",18th Spring Break Classic,
242,Bradley Giblin,Bradley,Giblin,3:45.12,3:45,Fr,Iona,"May 5, 2024",MAAC Outdoor Track & Field Championships,
243,Elias Bergman,Elias,Bergman,3:45.15,3:45,So,Grand Valley State,"April 25, 2024",GVSU Extra Weekend Meet,
244,Lars Laros,Lars,Laros,3:45.17,3:45,So,Wingate,"April 26, 2024",2024 Charlotte Invite,
245,Brian Gamble,Brian,Gamble,3:45.20,3:45,Fr,Yale,"May 11, 2024",Yale Twilight,
246,Nick Moulai,Nick,Moulai,3:45.24,3:45,Sr,La Salle,"April 20, 2024",Paul Donahue Invite,
247,Gustav Bendsen,Gustav,Bendsen,3:45.24,3:45,Fr,Cumberlands (Ky.),"April 20, 2024",Virginia Challenge,
248,Sean Maison,Sean,Maison,3:45.24,3:45,Sr,Air Force,"May 9, 2024",Mountain West Outdoor Championships,
249,Simeon Birnbaum,Simeon,Birnbaum,3:45.27,3:45,Fr,Oregon,"March 23, 2024",Oregon Preview,
250,Ryan Watson,Ryan,Watson,3:45.27,3:45,Fr,Penn State,"April 20, 2024",Virginia Challenge,
251,Alex Kalmar,Alex,Kalmar,3:45.28,3:45,Jr,Long Beach State,"May 11, 2024",BIG West Conference Championships,
252,Peter Herold,Peter,Herold,3:45.34,3:45,Sr,Georgetown,"April 5, 2024",George Mason Ebanks Invitational,
253,Max Dieterich,Max,Dieterich,3:45.36,3:45,Sr,Bradley,"April 24, 2024",Drake Relays (College),
254,Jack Miller,Jack,Miller,3:45.37,3:45,Sr,Pittsburgh,"April 13, 2024",Bison Outdoor Classic,
255,Matthew (Matti) Erickson,Matthew,(Matti) Erickson,3:45.38,3:45,Jr,Oregon,"March 23, 2024",Oregon Preview,
256,Noah Jorgenson,Noah,Jorgenson,3:45.40,3:45,Sr,Central (Iowa),"April 24, 2024",Drake Relays (College),
257,Leo Goodman,Leo,Goodman,3:45.42,3:45,So,Minnesota,"April 24, 2024",Gary Wilson Invitational,
258,Bennett Booth-Genthe,Bennett,Booth-Genthe,3:45.49,3:45,Sr,Pomona-Pitzer,"March 29, 2024",Stanford Invitational - Collegiate,
259,Jacob Hunter,Jacob,Hunter,3:45.49,3:45,Sr,Virginia,"April 28, 2024",Virginia High Performance,
260,David Vorbach,David,Vorbach,3:45.51,3:46,Sr,NC State,"April 12, 2024",Duke Invitational,
261,Thomas Diamond,Thomas,Diamond,3:45.52,3:46,Fr,Washington,"March 29, 2024",Stanford Invitational - Collegiate,
262,Ethan Moe,Ethan,Moe,3:45.54,3:46,Fr,North Dakota State,"April 13, 2024",2024 Bryan Clay Invitational,
263,Kian Wiles,Kian,Wiles,3:45.54,3:46,Fr,Eastern Michigan,"April 19, 2024",Wake Forest Invitational,
264,Ramen Felumlee,Ramen,Felumlee,3:45.56,3:46,Sr,Cedarville,"May 11, 2024",Lee Last Chance,
265,Leo Freeland,Leo,Freeland,3:45.57,3:46,Jr,Wingate,"April 26, 2024",2024 Charlotte Invite,
266,Yukichi Ishii,Yukichi,Ishii,3:45.58,3:46,Jr,Penn State,"March 30, 2024",Raleigh Relays,
267,Sam Lawler,Sam,Lawler,3:45.66,3:46,Sr,Syracuse,"April 20, 2024",Virginia Challenge,
268,Thomas Boyden,Thomas,Boyden,3:45.68,3:46,Jr,Stanford,"May 22, 2024",NCAA DI Outdoor Championships - West First-Rounds,
269,Perry Mackinnon,Perry,Mackinnon,3:45.70,3:46,Jr,Syracuse,"April 20, 2024",Virginia Challenge,
270,Omer El-Fadl,Omer,El-Fadl,3:45.71,3:46,Jr,McNeese State,"April 13, 2024",2024 Bryan Clay Invitational,
271,Liam Back,Liam,Back,3:45.72,3:46,Sr,Providence,"March 15, 2024",UCF Black and Gold Invite,
272,Jonathan Zavala,Jonathan,Zavala,3:45.74,3:46,Jr,SUNY Brockport,"May 11, 2024",Williams College The FIRE Meet,
273,James Ptack,James,Ptack,3:45.76,3:46,Jr,La Salle,"May 9, 2024",West Point Twilight,
274,Eric Anderson,Eric,Anderson,3:45.77,3:46,Jr,UC Santa Cruz,"April 26, 2024",Payton Jordan Cardinal Invitational,
275,Noah Ward,Noah,Ward,3:45.77,3:46,Jr,Harvard,"May 11, 2024",Yale Twilight,
276,Moritz Kleesiek,Moritz,Kleesiek,3:45.79,3:46,Fr,Queens (N.C.),"April 12, 2024",Duke Invitational,
277,Ned Farrington,Ned,Farrington,3:45.81,3:46,Sr,Bates,"May 11, 2024",Williams College The FIRE Meet,
278,Alex Leath,Alex,Leath,3:45.83,3:46,Fr,Virginia,"March 30, 2024",Raleigh Relays,
279,William Skelly,William,Skelly,3:45.83,3:46,Fr,Duke,"April 12, 2024",Duke Invitational,
280,Will OBrien,Will,OBrien,3:45.83,3:46,Sr,Illinois,"May 10, 2024",Big Ten Outdoor Championships,
281,Jacob Hatcher,Jacob,Hatcher,3:45.84,3:46,Sr,Lee (Tenn.),"May 11, 2024",Lee Last Chance,
282,Caleb Gartner,Caleb,Gartner,3:45.84,3:46,Jr,Columbia,"June 8, 2024",The Adrian Martinez Classic,
283,Alexander Brown,Alexander,Brown,3:45.87,3:46,So,Boston College,"April 28, 2024",Virginia High Performance,
284,Kristian Imroth,Kristian,Imroth,3:45.89,3:46,Jr,Eastern Kentucky,"March 22, 2024",EKU Spring Invitational,
285,Christian Patzka,Christian,Patzka,3:45.90,3:46,Jr,UW-Whitewater,"May 3, 2024",WIAC Outdoor Championships,
286,Connor Henson,Connor,Henson,3:45.93,3:46,Fr,Ole Miss,"March 29, 2024",Battle on the Bayou,
287,Divan Du Plooy,Divan,Du Plooy,3:45.94,3:46,Fr,South Plains (Texas),"April 21, 2024",2024 Buffalo Invitational,
288,Tanner Talley,Tanner,Talley,3:45.94,3:46,So,Kansas,"May 9, 2024",2024 Big 12 Outdoors,
289,Mason Sindelar,Mason,Sindelar,3:45.94,3:46,So,South Dakota,"May 11, 2024",Summit League T&F Outdoor Championship,
290,Matt De Haas,Matt,De Haas,3:45.95,3:46,Sr,Maryland,"April 20, 2024",Virginia Challenge,
291,Brandon Kampsen,Brandon,Kampsen,3:46.00,3:46,Fr,South Dakota State,"April 13, 2024",2024 Bryan Clay Invitational,
292,Daniel Burkhalter,Daniel,Burkhalter,3:46.00,3:46,Sr,South Dakota State,"May 15, 2024",Augustana Midwest Twilight Qualifier,
293,Xian Shively,Xian,Shively,3:46.01,3:46,Jr,Villanova,"April 25, 2024",The 2024 Penn Relays (College),
294,Winslow Atkeson,Winslow,Atkeson,3:46.05,3:46,Jr,Yale,"March 22, 2024",UCF Knights Invitational,
295,Wesley Larson,Wesley,Larson,3:46.06,3:46,Sr,NC State,"April 12, 2024",Duke Invitational,
296,Liam Lyons,Liam,Lyons,3:46.07,3:46,So,Holy Cross,"May 3, 2024",Patriot League Outdoor Championships,
297,Owen Drometer,Owen,Drometer,3:46.08,3:46,Sr,Duke,"March 30, 2024",Raleigh Relays,
298,Caleb Rivera,Caleb,Rivera,3:46.08,3:46,Jr,Sioux Falls,"May 11, 2024",NSIC T&F Outdoor Championship,
299,Ian Twyman,Ian,Twyman,3:46.10,3:46,Sr,Santa Clara,"May 4, 2024",Occidental Invitational,
300,Mathis Chavand,Mathis,Chavand,3:46.11,3:46,Jr,Illinois State,"April 24, 2024",Drake Relays (College),
301,Brayden Seymour,Brayden,Seymour,3:46.13,3:46,Fr,Furman,"April 19, 2024",Wake Forest Invitational,
302,Gage Killewald,Gage,Killewald,3:46.14,3:46,So,Michigan State,"April 20, 2024",Virginia Challenge,
303,Owen Johnson,Owen,Johnson,3:46.14,3:46,Jr,Georgetown,"May 3, 2024",Kehoe Twilight Meet,
304,Zachery Wells,Zachery,Wells,3:46.17,3:46,Sr,Northern Colorado,"April 13, 2024",Tom Jones Memorial Invitational,
305,Alex Comerford,Alex,Comerford,3:46.17,3:46,Sr,Syracuse,"April 20, 2024",Virginia Challenge,
306,Zack Truitt,Zack,Truitt,3:46.17,3:46,Sr,Georgia,"April 26, 2024",Music City Outdoor Challenge,
307,Levi Taylor,Levi,Taylor,3:46.17,3:46,So,Iowa State,"May 3, 2024",ISU Alumni Invitational,
308,Gabe Nichols,Gabe,Nichols,3:46.18,3:46,So,Carleton,"May 15, 2024",Augustana Midwest Twilight Qualifier,
309,Eric Casarez,Eric,Casarez,3:46.19,3:46,Sr,Texas A&M,"March 16, 2024",18th Spring Break Classic,
310,Jose Gonzalez,Jose,Gonzalez,3:46.19,3:46,Sr,Texas Southern,"April 20, 2024",J Fred Duckett/Rice Twilight,
311,Lorenz Herrmann,Lorenz,Herrmann,3:46.22,3:46,Sr,Idaho,"March 22, 2024",2024 Buc Scoring Invite,
312,Landen McNair,Landen,McNair,3:46.25,3:46,So,Ole Miss,"March 29, 2024",Battle on the Bayou,
313,Cal Banta,Cal,Banta,3:46.25,3:46,Sr,Colorado State,"May 9, 2024",Mountain West Outdoor Championships,
314,Patrick Cantlon,Patrick,Cantlon,3:46.27,3:46,So,Northeastern,"March 30, 2024",Raleigh Relays,
315,Joshua Kosgei,Joshua,Kosgei,3:46.28,3:46,Fr,South Carolina,"March 29, 2024",Florida Relays,
316,Rishabh Prakash,Rishabh,Prakash,3:46.28,3:46,Sr,Notre Dame,"April 25, 2024",GVSU Extra Weekend Meet,
317,Yaseen Abdalla,Yaseen,Abdalla,3:46.29,3:46,Sr,Tennessee,"May 11, 2024",SEC Outdoor Championships,
318,Luke Sweatman,Luke,Sweatman,3:46.30,3:46,Sr,Lynn,"March 28, 2024",Embry-Riddle Running Elements Classic - Collegiate and Open,
319,Elliot Metcalf,Elliot,Metcalf,3:46.32,3:46,Jr,Rice,"May 3, 2024",Tom Tellez Invitational,
320,Aidan Simon,Aidan,Simon,3:46.36,3:46,So,Drake,"April 13, 2024",2024 Bryan Clay Invitational,
321,Lukas Haug,Lukas,Haug,3:46.36,3:46,So,Colorado,"April 26, 2024",Payton Jordan Cardinal Invitational,
322,Brady Masters,Brady,Masters,3:46.38,3:46,So,Illinois,"May 4, 2024",Illini Tune-Up,
323,Leo Brewer,Leo,Brewer,3:46.39,3:46,So,Yale,"March 22, 2024",UCF Knights Invitational,
324,Travis Feeny,Travis,Feeny,3:46.39,3:46,Sr,Southern Utah,"April 13, 2024",2024 Bryan Clay Invitational,
325,Steven Potter,Steven,Potter,3:46.40,3:46,Sr,UW-Oshkosh,"May 3, 2024",WIAC Outdoor Championships,
326,Daniel Burkhalter,Daniel,Burkhalter,3:46.41,3:46,Sr,South Dakota,"May 3, 2024",ISU Alumni Invitational,
327,Moritz Ebbeskotte,Moritz,Ebbeskotte,3:46.42,3:46,So,Boston University,"May 11, 2024",Yale Twilight,
328,Colin Kirkpatrick,Colin,Kirkpatrick,3:46.43,3:46,Sr,Pomona-Pitzer,"April 20, 2024",64th Mt. SAC Relays,
329,Patrick Mulryan,Patrick,Mulryan,3:46.46,3:46,Fr,Boston College,"April 28, 2024",Virginia High Performance,
330,Ryan Douihech,Ryan,Douihech,3:46.48,3:46,So,North Florida,"April 19, 2024",Georgia Tech Invitational,
331,Nate Lentz,Nate,Lentz,3:46.49,3:46,Sr,Williams,"May 11, 2024",Williams College The FIRE Meet,
332,Skylar Stidam,Skylar,Stidam,3:46.51,3:47,Sr,Indiana,"May 3, 2024",2024 Billy Hays Inv.,
333,Cooper Quigley,Cooper,Quigley,3:46.54,3:47,So,Arizona,"March 16, 2024",Arizona Spring Break Fiesta,
334,Kevin McDermott,Kevin,McDermott,3:46.54,3:47,Sr,Western Washington,"May 4, 2024",Portland Twilight Results,
335,Braedon Palmer,Braedon,Palmer,3:46.54,3:47,Jr,Lipscomb,"May 10, 2024",Atlantic Sun Conference Championships,
336,Michael Madoch,Michael,Madoch,3:46.60,3:47,Sr,UW-La Crosse,"May 3, 2024",WIAC Outdoor Championships,
337,Graydon Morris,Graydon,Morris,3:46.62,3:47,Sr,TCU,"March 23, 2024",Texas A&M Invitational,
338,Dillan Haviland,Dillan,Haviland,3:46.64,3:47,Sr,Northwood (Mich.),"May 1, 2024",G-MAC Outdoor Championships,
339,Sam Ells,Sam,Ells,3:46.65,3:47,So,Montana State,"March 29, 2024",Stanford Invitational - Collegiate,
340,Justin Krause,Justin,Krause,3:46.67,3:47,Jr,UW-Whitewater,"May 15, 2024",Augustana Midwest Twilight Qualifier,
341,Juwan Blignaut,Juwan,Blignaut,3:46.68,3:47,Jr,ULM,"April 5, 2024",2024 Joe Walker Invitational,
342,Martin Kovacech,Martin,Kovacech,3:46.71,3:47,Jr,Butler,"May 3, 2024",2024 Billy Hays Inv.,
343,Garrett Baublitz,Garrett,Baublitz,3:46.74,3:47,Sr,Navy,"April 20, 2024",Virginia Challenge,
344,Walker St. John,Walker,St. John,3:46.77,3:47,Fr,North Carolina,"March 30, 2024",Raleigh Relays,
345,Derek Amicon,Derek,Amicon,3:46.77,3:47,Jr,Cornell,"April 20, 2024",Virginia Challenge,
346,Tom Graham-Marr,Tom,Graham-Marr,3:46.79,3:47,Sr,Boise State,"April 13, 2024",2024 Bryan Clay Invitational,
347,Reza Eshghi,Reza,Eshghi,3:46.80,3:47,Jr,Haverford,"May 13, 2024",2024 Widener FQ Meet,
348,Jason Bowers,Jason,Bowers,3:46.82,3:47,So,ETSU,"March 16, 2024",49er Classic,
349,Talel Khalfi,Talel,Khalfi,3:46.82,3:47,Jr,Tiffin,"May 1, 2024",G-MAC Outdoor Championships,
350,Abraham Chelangam,Abraham,Chelangam,3:46.82,3:47,Fr,Oral Roberts,"May 11, 2024",Summit League T&F Outdoor Championship,
351,Cas Kopmels,Cas,Kopmels,3:46.83,3:47,Jr,Wingate,"April 26, 2024",2024 Charlotte Invite,
352,Sean Kennedy-Wonneberger,Sean,Kennedy-Wonneberger,3:46.83,3:47,So,UMass Lowell,"May 5, 2024",America East Outdoor Track & Field Championships,
353,Joseph Skoog,Joseph,Skoog,3:46.86,3:47,Jr,Bethel (Tenn.),"April 26, 2024",Music City Outdoor Challenge,
354,Myles Collins,Myles,Collins,3:46.91,3:47,Jr,Georgia Tech,"April 19, 2024",Georgia Tech Invitational,
355,Silas Winders,Silas,Winders,3:46.93,3:47,Sr,Iowa State,"April 13, 2024",2024 Bryan Clay Invitational,
356,Ian Hill,Ian,Hill,3:46.94,3:47,So,Michigan,"April 19, 2024",Wake Forest Invitational,
357,Calvin Katz,Calvin,Katz,3:46.95,3:47,Jr,Yale,"April 19, 2024",Wake Forest Invitational,
358,Kevin Haas,Kevin,Haas,3:46.95,3:47,Jr,Penn State,"April 20, 2024",Virginia Challenge,
359,Patrick Anderson,Patrick,Anderson,3:46.95,3:47,Sr,North Carolina,"June 8, 2024",The Adrian Martinez Classic,
360,Sean Laidlaw,Sean,Laidlaw,3:46.97,3:47,Sr,Georgetown,"April 20, 2024",Virginia Challenge,
361,Gordon Doore,Gordon,Doore,3:46.99,3:47,Jr,Colby,"May 11, 2024",Williams College The FIRE Meet,
362,Karim Belmahdi,Karim,Belmahdi,3:46.99,3:47,Jr,South Florida,"May 12, 2024",AAC Outdoor Championships,
363,Michael Mireles,Michael,Mireles,3:47.01,3:47,Jr,UCLA,"April 28, 2024",USC v UCLA Annual Dual,
364,Tristan Amell,Tristan,Amell,3:47.02,3:47,Fr,UCLA,"April 28, 2024",USC v UCLA Annual Dual,
365,Keveroy Venson,Keveroy,Venson,3:47.03,3:47,So,Indian Hills (Iowa) CC,"April 19, 2024",John McDonnell Invitational,
366,Damian Rodriguez,Damian,Rodriguez,3:47.04,3:47,Sr,DePaul,"April 13, 2024",2024 Bryan Clay Invitational,
367,Azaan Dawson,Azaan,Dawson,3:47.04,3:47,Jr,Virginia Tech,"April 19, 2024",Wake Forest Invitational,
368,Soheil Boufrizi,Soheil,Boufrizi,3:47.05,3:47,Jr,Wingate,"April 13, 2024",2024 Bryan Clay Invitational,
369,Dylan DeCambre,Dylan,DeCambre,3:47.09,3:47,Fr,Virginia Tech,"April 4, 2024",Colonial Relays,
370,Braden King,Braden,King,3:47.11,3:47,So,Yale,"April 19, 2024",Wake Forest Invitational,
371,Othmane El Gharissi,Othmane,El Gharissi,3:47.13,3:47,Sr,High Point,"May 8, 2024",Big South,
372,Alex Arrambide,Alex,Arrambide,3:47.14,3:47,Fr,Georgia Tech,"April 19, 2024",Georgia Tech Invitational,
373,Noah Brightman,Noah,Brightman,3:47.14,3:47,So,Buffalo,"May 11, 2024",MAC Conference Outdoor Championships,
374,Titouan Le Grix,Titouan,Le Grix,3:47.18,3:47,Jr,Wingate,"May 2, 2024",South Atlantic Outdoor Championship,
375,Spencer Nelson,Spencer,Nelson,3:47.18,3:47,Sr,Utah State,"May 9, 2024",Mountain West Outdoor Championships,
376,Hakim Abouzouhir,Hakim,Abouzouhir,3:47.22,3:47,Sr,Eastern Kentucky,"March 22, 2024",EKU Spring Invitational,
377,Sebastian Fernandez,Sebastian,Fernandez,3:47.22,3:47,Jr,BYU,"March 29, 2024",Stanford Invitational - Collegiate,
378,Andrew Mangum,Andrew,Mangum,3:47.22,3:47,Fr,Indiana,"March 29, 2024",Battle on the Bayou,
379,Christopher Hill,Christopher,Hill,3:47.23,3:47,Sr,Rutgers,"April 20, 2024",Virginia Challenge,
380,Ethan Lipham,Ethan,Lipham,3:47.24,3:47,So,Appalachian State,"April 19, 2024",Wake Forest Invitational,
381,Miguel Abaitua,Miguel,Abaitua,3:47.29,3:47,Sr,Loyola-Chicago,"April 13, 2024",2024 Bryan Clay Invitational,
382,Carter Dillon,Carter,Dillon,3:47.31,3:47,Sr,Duke,"April 12, 2024",Duke Invitational,
383,Izaiah Steury,Izaiah,Steury,3:47.32,3:47,Fr,Oregon,"March 23, 2024",Oregon Preview,
384,Michael Spragley,Michael,Spragley,3:47.33,3:47,Sr,North Carolina,"April 12, 2024",Duke Invitational,
385,Shane Cohen,Shane,Cohen,3:47.34,3:47,Sr,Virginia,"March 30, 2024",Raleigh Relays,
386,Brady Johnson,Brady,Johnson,3:47.34,3:47,Sr,Lipscomb,"April 5, 2024",2024 Joe Walker Invitational,
387,Ben Greene,Ben,Greene,3:47.34,3:47,So,Colorado,"April 13, 2024",2024 Bryan Clay Invitational,
388,Ryan Watts,Ryan,Watts,3:47.34,3:47,Fr,Iowa State,"May 3, 2024",ISU Alumni Invitational,
389,Ben Shearer,Ben,Shearer,3:47.34,3:47,So,Arkansas,"May 10, 2024",SEC Outdoor Championships,
390,William Cuthbertson,William,Cuthbertson,3:47.35,3:47,Sr,Butler,"March 30, 2024",Raleigh Relays,
391,Kyle Rakitis,Kyle,Rakitis,3:47.35,3:47,Fr,Rutgers,"April 20, 2024",Virginia Challenge,
392,Mitchell Burr,Mitchell,Burr,3:47.36,3:47,Sr,Army West Point,"March 29, 2024",Florida Relays,
393,John Malach,John,Malach,3:47.36,3:47,Jr,NC State,"April 12, 2024",Duke Invitational,
394,Arthur Graham,Arthur,Graham,3:47.37,3:47,Jr,Alabama,"March 29, 2024",Battle on the Bayou,
395,Matisse Virey,Matisse,Virey,3:47.37,3:47,Jr,CSU Pueblo,"May 4, 2024",Portland Twilight Results,
396,Matthew Thomas,Matthew,Thomas,3:47.38,3:47,Fr,Oklahoma State,"May 3, 2024",Arkansas Twilight,
397,Douglas Buckeridge,Douglas,Buckeridge,3:47.39,3:47,Fr,Purdue,"April 13, 2024",Gary Wieneke Memorial,
398,Kyle Clark,Kyle,Clark,3:47.40,3:47,Fr,Illinois,"May 4, 2024",Illini Tune-Up,
399,Jack Dingman,Jack,Dingman,3:47.41,3:47,So,Central Arkansas,"April 24, 2024",Drake Relays (College),
400,Justin Wachtel,Justin,Wachtel,3:47.44,3:47,Jr,Virginia,"April 28, 2024",Virginia High Performance,
401,Luke Labatte,Luke,Labatte,3:47.45,3:47,Sr,North Dakota,"April 13, 2024",2024 Bryan Clay Invitational,
402,Jeremy Kloss,Jeremy,Kloss,3:47.45,3:47,Jr,Michigan State,"April 20, 2024",Virginia Challenge,
403,Michael Hancock,Michael,Hancock,3:47.49,3:47,Sr,Michigan,"April 19, 2024",Wake Forest Invitational,
404,John Schuler,John,Schuler,3:47.50,3:48,So,Notre Dame,"April 19, 2024",Wake Forest Invitational,
405,Aidan OHern,Aidan,OHern,3:47.50,3:48,Sr,New Hampshire,"May 5, 2024",America East Outdoor Track & Field Championships,
406,Elliot Dotson,Elliot,Dotson,3:47.51,3:48,So,Anderson (S.C.),"April 19, 2024",Wake Forest Invitational,
407,Evan Thornton-Sherman,Evan,Thornton-Sherman,3:47.52,3:48,So,Ole Miss,"May 10, 2024",SEC Outdoor Championships,
408,David Holman,David,Holman,3:47.52,3:48,Fr,Wingate,"May 11, 2024",APU Franson Last Chance,
409,Ben Scheller,Ben,Scheller,3:47.53,3:48,So,Air Force,"May 9, 2024",Mountain West Outdoor Championships,
410,Nick Soldevere,Nick,Soldevere,3:47.54,3:48,Sr,Iona,"March 30, 2024",Raleigh Relays,
411,Aidan Arthur,Aidan,Arthur,3:47.54,3:48,Jr,George Fox,"May 16, 2024",2024 George Fox University NCAA Final Qualifier and Multi,
412,Keeton Sanchez,Keeton,Sanchez,3:47.55,3:48,Jr,Western Oregon,"April 13, 2024",2024 Bryan Clay Invitational,
413,Peter Visser,Peter,Visser,3:47.56,3:48,Jr,Weber State,"April 13, 2024",2024 Bryan Clay Invitational,
414,Will Rau,Will,Rau,3:47.56,3:48,So,"Saint Joseph""s","April 20, 2024",Paul Donahue Invite,
415,Gage Zanette,Gage,Zanette,3:47.57,3:48,Jr,Idaho,"April 13, 2024",2024 Bryan Clay Invitational,
416,Aidan Hodge,Aidan,Hodge,3:47.58,3:48,Fr,Ole Miss,"March 29, 2024",Battle on the Bayou,
417,Lars Mitchel,Lars,Mitchel,3:47.58,3:48,Sr,Colorado State,"April 13, 2024",2024 Bryan Clay Invitational,
418,Levi Taylor,Levi,Taylor,3:47.59,3:48,Sr,Montana State,"April 5, 2024",Cat-Griz,
419,Andrew Schroff,Andrew,Schroff,3:47.60,3:48,Jr,Virginia Tech,"April 4, 2024",Colonial Relays,
420,Logan Lommel,Logan,Lommel,3:47.60,3:48,Sr,Western Illinois,"May 3, 2024",ISU Alumni Invitational,
421,Elias Schreml,Elias,Schreml,3:47.63,3:48,Jr,Arkansas,"April 19, 2024",John McDonnell Invitational,
422,Connor Vachon,Connor,Vachon,3:47.63,3:48,Jr,Hope,"April 25, 2024",GVSU Extra Weekend Meet,
423,Kaden Kluth,Kaden,Kluth,3:47.69,3:48,So,American,"March 30, 2024",Raleigh Relays,
424,Vincent Koech,Vincent,Koech,3:47.69,3:48,Fr,Texas Tech,"May 9, 2024",2024 Big 12 Outdoors,
425,Evans Kiplagat,Evans,Kiplagat,3:47.70,3:48,Fr,New Mexico,"April 13, 2024",2024 Bryan Clay Invitational,
426,Aleksa Milanovic,Aleksa,Milanovic,3:47.73,3:48,So,North Dakota,"April 24, 2024",Gary Wilson Invitational,
427,Ben Perrin,Ben,Perrin,3:47.74,3:48,Sr,Montana State,"April 13, 2024",2024 Bryan Clay Invitational,
428,Maxime Touron,Maxime,Touron,3:47.75,3:48,So,Northwest Missouri,"April 13, 2024",2024 Bryan Clay Invitational,
429,Michael Hagen,Michael,Hagen,3:47.75,3:48,Sr,Boston University,"April 19, 2024",Wake Forest Invitational,
430,Nickson Chebii,Nickson,Chebii,3:47.75,3:48,Fr,Auburn,"April 27, 2024",2024 LSU Invitational,
431,James Crabtree,James,Crabtree,3:47.76,3:48,Fr,Washington,"April 13, 2024",2024 Bryan Clay Invitational,
432,Jacob Yagers,Jacob,Yagers,3:47.76,3:48,Jr,CSU Bakersfield,"April 13, 2024",2024 Bryan Clay Invitational,
433,Henry Hardart,Henry,Hardart,3:47.76,3:48,Jr,MIT,"May 11, 2024",Williams College The FIRE Meet,
434,Grant Bradley,Grant,Bradley,3:47.78,3:48,Sr,Fort Hays State,"May 5, 2024",MIAA Championships,
435,Tyler Canaday,Tyler,Canaday,3:47.79,3:48,So,Cornell,"April 20, 2024",Virginia Challenge,
436,Hayden Beauchemin,Hayden,Beauchemin,3:47.80,3:48,So,Claremont-Mudd-Scripps,"May 11, 2024",APU Franson Last Chance,
